,Taxon ID,Taxon ID InfoSpecies,Taxon Name,Habitatkombination,Jura,Mittelland,habitat,Kollin,Montan,JU,BE,Priorität,Verantwortung,protection
630,26671,infofauna:26671,"Rhyacophila orobica Moretti, 1991",0,0,0,[],A,0,0,0,1,3,[]
631,26672,infofauna:26672,"Tricholeiochiton fagesii (Guinard, 1879)",0,0,B,[1],0,B,0,0,2,1,[]
632,26674,infofauna:26674,"Hydroptila simulans Mosely, 1920",0,0,C,[1],A,0,0,0,2,1,[]
633,26678,infofauna:26678,"Ironoquia dubia (Stephens, 1837)",0,A,0,[1],A,0,A,0,2,1,[]
634,27506,infofauna:27506,"Bijugis bombycella helvetica retiferella Wehrli, 1923 f.",0,0,0,[4],A,0,0,0,2,2,[]
635,27507,infofauna:27507,"Bijugis bombycella rotundella (Bruand, 1847)",0,0,C,[4],C,0,0,0,3,2,[]
636,27508,infofauna:27508,"Brevantennia siederi (Sauter, 1954)",0,0,0,"[3, 7]",0,0,0,0,3,3,['Endemische Art']
637,27510,infofauna:27510,"Canephora unicolor Hufnagel, 1766",0,A,B,"[2, 4]",A,A,0,A,4,1,[]
638,27513,infofauna:27513,"Dahlica goppensteinensis (Sauter, 1954)",0,0,0,[3],0,A,0,0,2,4,['Endemische Art']
639,27514,infofauna:27514,"Dahlica leoi (Dierl, 1970)",0,0,0,[7],0,B,0,0,3,3,[]
640,27518,infofauna:27518,"Dahlica simplonica (Hättenschwiler, 1977)",0,0,0,"[3, 7]",0,B,0,0,4,3,['Endemische Art']
641,27519,infofauna:27519,"Dahlica ticinensis (Hättenschwiler, 1977)",0,0,0,"[3, 6, 7]",B,A,0,0,4,3,['Endemische Art']
642,27522,infofauna:27522,"Dahlica vaudella Hättenschwiler, 1990",0,B,0,"[3, 7]",0,B,0,0,3,3,['Endemische Art']
643,27523,infofauna:27523,"Dahlica wehrlii (Müller-Rutz, 1920)",0,0,0,"[3, 7]",0,0,0,0,4,3,['Endemische Art']
644,27526,infofauna:27526,"Epichnopterix kovacsi Sieder, 1955",0,0,0,[4],A,A,0,0,4,1,[]
645,27529,infofauna:27529,"Epichnopterix pontbrillantella (Bruand, 1858)",0,A,0,[4],A,B,0,A,3,1,[]
646,27530,infofauna:27530,"Epichnopterix sieboldi (Reutti, 1853)",0,A,B,[4],A,A,0,0,4,1,[]
647,27534,infofauna:27534,"Megalophanes turatii (Staudinger, 1877)",0,0,0,[5],A,B,0,0,4,2,[]
648,27543,infofauna:27543,"Phalacropterix praecellens (Staundinger, 1870)",0,0,0,[5],A,B,0,0,4,1,[]
649,27546,infofauna:27546,"Pseudobankesia alpestrella (Heinemann, 1870)",0,0,0,"[3, 7]",A,A,0,0,4,2,[]
650,27547,infofauna:27547,"Pseudobankesia contractella Haettenschwiler, 1994",0,0,0,"[3, 7]",B,A,0,0,4,2,[]
651,27550,infofauna:27550,"Ptilocephala albida (Esper, 1786)",0,0,B,[4],B,0,0,0,4,1,[]
652,27552,infofauna:27552,"Ptilocephala pyrenaella falsevocata (Bourgogne, 1979)",0,0,0,[4],0,B,0,0,4,2,[]
653,27553,infofauna:27553,"Rebelia ferruginans Rebel, 1937",0,0,0,[4],B,A,0,0,2,4,['Endemische Art']
654,27554,infofauna:27554,"Rebelia herrichiella Strand, 1912",0,A,A,[4],A,A,A,0,3,1,[]
655,27556,infofauna:27556,"Rebelia sapho (Millière, 1864)",0,0,0,[4],A,A,0,0,4,1,[]
656,27557,infofauna:27557,"Rebelia thomanni Rebel, 1937",0,0,0,[4],0,A,0,0,3,2,[]
657,29303,infofauna:29303,"Adscita dujardini Efetov & Tarmann, 2014",0,0,0,[5],B,A,0,0,4,2,[]
658,29307,infofauna:29307,"Adscita mannii (Lederer, 1853)",0,0,0,[4],A,A,0,0,2,1,[]
659,29310,infofauna:29310,"Aglaope infausta (Linnaeus, 1767)",99,0,0,[5],C,D,0,0,1,3,[]
660,29312,infofauna:29312,"Jordanita chloros (Hübner, 1813)",0,0,0,"[4, 5]",0,C,0,0,2,1,[]
661,29313,infofauna:29313,"Jordanita globulariae (Hübner, 1793)",0,A,A,[4],A,A,A,A,3,1,['Landwirtschaftl. UZL-Art']
662,29314,infofauna:29314,"Jordanita notata (Zeller, 1847)",0,A,A,[4],A,A,A,A,2,2,['Landwirtschaftl. UZL-Art']
663,29315,infofauna:29315,"Jordanita subsolana (Staudinger, 1862)",0,0,0,"[4, 7]",A,A,0,0,2,2,[]
664,29316,infofauna:29316,"Rhagades pruni (Denis & Schiffermüller, 1775)",0,A,A,[5],A,A,B,A,3,1,[]
665,29317,infofauna:29317,"Zygaena carniolica (Scopoli, 1763)",0,A,A,[4],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
666,29318,infofauna:29318,"Zygaena ephialtes (Linnaeus, 1767)",0,A,A,"[4, 5]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
667,29321,infofauna:29321,"Zygaena fausta (Linnaeus, 1767)",1,A,B,"[5, 6]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
668,29326,infofauna:29326,"Zygaena minos (Denis & Schiffermüller, 1775)",0,A,A,[4],A,A,C,A,4,1,[]
669,29327,infofauna:29327,"Zygaena osterodensis Reiss, 1921",1,A,A,"[5, 6]",A,A,0,A,4,1,[]
670,29329,infofauna:29329,"Zygaena romeo Duponchel, 1835",0,A,A,"[4, 5]",A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
671,29331,infofauna:29331,"Zygaena trifolii (Esper, 1783)",0,A,A,[2],A,A,C,D,1,2,['Landwirtschaftl. UZL-Art']
672,29360,infofauna:29360,"Bembecia albanensis (Rebel, 1918)",0,B,A,[4],A,A,0,0,2,1,['Landwirtschaftl. UZL-Art']
673,29368,infofauna:29368,"Chamaesphecia dumonti Le Cerf, 1922",0,0,B,[4],A,A,0,0,2,2,[]
674,29374,infofauna:29374,"Paranthrene insolitus Le Cerf, 1914",0,A,A,[6],A,A,0,A,4,2,[]
675,29377,infofauna:29377,"Pyropteron chrysidiformis (Esper, 1782)",0,B,A,[7],A,B,0,0,3,1,[]
676,29381,infofauna:29381,"Synansphecia affinis (Staudinger, 1856)",0,B,B,[4],A,A,0,B,4,1,[]
677,29387,infofauna:29387,"Synanthedon conopiformis (Esper, 1783)",0,B,A,[6],A,B,0,B,3,2,[]
678,29391,infofauna:29391,"Synanthedon loranthi (Králícek, 1966)",0,0,0,[6],A,A,0,0,4,2,[]
679,29393,infofauna:29393,"Synanthedon polaris (Staudinger, 1977)",0,0,0,[5],0,0,0,0,3,3,[]
680,29395,infofauna:29395,"Synanthedon scoliaeformis (Borkhausen, 1789)",0,B,A,"[5, 6]",B,A,0,A,4,1,[]
681,29399,infofauna:29399,"Synanthedon stomoxiformis (Hübner, 1790)",1,A,B,"[4, 5]",A,A,B,A,3,1,[]
682,30903,infofauna:30903,"Eriogaster catax (Linnaeus, 1758)",0,D,C,[5],A,D,0,D,2,1,"['Waldzielart', 'Geschützte Art NHV']"
683,30904,infofauna:30904,"Eriogaster lanestris (Linnaeus, 1758)",1,D,B,"[5, 6]",A,A,0,C,3,1,[]
684,30906,infofauna:30906,"Euthrix potatoria (Linnaeus, 1758)",0,A,A,[2],A,A,A,A,4,1,[]
685,30907,infofauna:30907,"Gastropacha populifolia (Denis & Schiffermüller, 1775)",99,D,C,[6],A,C,0,D,1,2,['Waldzielart']
686,30908,infofauna:30908,"Gastropacha quercifolia (Linnaeus, 1758)",1,A,A,"[5, 6]",A,A,0,B,3,1,[]
687,30910,infofauna:30910,"Lasiocampa trifolii (Denis & Schiffermüller, 1775)",0,A,A,"[2, 4, 5]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
688,30913,infofauna:30913,"Malacosoma castrensis (Linnaeus, 1758)",0,B,B,"[2, 4, 5]",A,A,0,D,4,1,[]
689,30916,infofauna:30916,"Odonestis pruni (Linnaeus, 1758)",0,C,B,"[5, 8]",A,C,D,D,3,1,"['Waldzielart', 'Landwirtschaftl. UZL-Art']"
690,30917,infofauna:30917,"Phyllodesma ilicifolia (Linnaeus, 1758)",0,B,C,[5],C,B,0,D,1,2,[]
691,30918,infofauna:30918,"Phyllodesma tremulifolia (Hübner, 1810)",1,A,A,"[5, 6]",A,A,0,A,4,1,[]
692,30950,infofauna:30950,"Endromis versicolora (Linnaeus, 1758)",0,D,A,[6],A,A,0,B,3,1,[]
693,30955,infofauna:30955,"Saturnia pavonia (Linnaeus, 1758)",1,A,A,"[2, 4, 5]",A,A,A,A,4,1,[]
694,30956,infofauna:30956,"Saturnia pyri (Denis & Schiffermüller, 1775)",0,C,A,[8],A,A,0,0,3,1,['Landwirtschaftl. UZL-Art']
695,30960,infofauna:30960,"Lemonia dumi (Linnaeus, 1761)",0,A,C,[4],A,A,B,D,1,2,['Landwirtschaftl. UZL-Art']
696,30961,infofauna:30961,"Lemonia taraxaci (Denis & Schiff, 1775)",0,0,B,"[4, 5]",B,A,0,0,4,2,['Landwirtschaftl. UZL-Art']
697,30976,infofauna:30976,"Hemaris tityus (Linnaeus, 1758)",0,A,A,"[4, 5]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
698,30978,infofauna:30978,"Hyles euphorbiae (Linnaeus, 1758)",0,A,A,[4],A,A,0,A,4,1,['Landwirtschaftl. UZL-Art']
699,30980,infofauna:30980,"Hyles hippophaes (Esper, 1793)",0,0,C,[5],B,B,0,0,1,2,['Geschützte Art NHV']
700,30983,infofauna:30983,"Hyles vespertilio (Esper, 1779)",0,C,A,"[3, 5]",A,A,0,A,3,1,[]
701,30989,infofauna:30989,"Proserpinus proserpina (Pallas, 1772)",0,A,A,"[3, 5]",A,A,A,B,3,2,['Geschützte Art NHV']
702,30990,infofauna:30990,"Smerinthus ocellata (Linnaeus, 1758)",1,A,A,"[5, 6, 8]",A,A,C,A,4,1,[]
703,31001,infofauna:31001,"Carcharodus baeticus (Rambur, 1839)",99,0,0,[7],C,D,0,0,2,1,['Geschützte Art NHV']
704,31002,infofauna:31002,"Carcharodus floccifera (Zeller, 1847)",0,D,A,"[2, 4, 5]",A,A,0,A,2,2,['Landwirtschaftl. UZL-Art']
705,31003,infofauna:31003,"Carcharodus lavatherae (Esper, 1783)",1,D,C,"[4, 5]",A,A,0,C,3,1,['Landwirtschaftl. UZL-Art']
706,31008,infofauna:31008,"Heteropterus morpheus (Pallas, 1771)",0,0,0,"[3, 4, 7]",A,A,0,0,2,2,['Landwirtschaftl. UZL-Art']
707,31010,infofauna:31010,"Pyrgus accretus Verity, 1925",0,A,A,[4],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
708,31015,infofauna:31015,"Pyrgus carlinae (Rambur, 1839)",0,0,0,[4],A,A,0,A,3,2,['Landwirtschaftl. UZL-Art']
709,31016,infofauna:31016,"Pyrgus carthami (Hübner, 1813)",1,D,D,"[4, 5]",A,A,0,D,4,1,[]
710,31017,infofauna:31017,"Pyrgus cirsii (Rambur, 1839)",1,C,A,"[4, 5]",A,C,0,C,1,2,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
711,31020,infofauna:31020,"Pyrgus onopordi (Rambur, 1839)",0,0,0,[4],A,A,0,0,1,3,['Landwirtschaftl. UZL-Art']
712,31022,infofauna:31022,"Pyrgus warrenensis (Verity, 1928)",0,0,0,[4],0,A,0,A,4,2,[]
713,31024,infofauna:31024,"Thymelicus acteon (Rottemburg, 1775)",1,A,A,"[4, 5]",A,A,A,D,3,1,['Landwirtschaftl. UZL-Art']
714,31042,infofauna:31042,"Parnassius apollo (Linnaeus, 1758)",1,A,A,"[3, 4]",A,A,B,A,4,2,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
715,31043,infofauna:31043,"Parnassius mnemosyne (Linnaeus, 1758)",1,C,D,"[4, 5, 6]",A,A,0,A,3,2,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
716,31055,infofauna:31055,"Colias palaeno (Linnaeus, 1761)",1,A,D,"[2, 4, 5]",A,A,A,A,4,2,[]
717,31057,infofauna:31057,"Euchloe simplonia (Boisduval, 1828)",0,0,0,[4],A,A,0,A,3,2,[]
718,31081,infofauna:31081,"Polyommatus damon (Denis & Schiffermüller, 1775)",0,B,C,[4],A,A,0,A,4,1,['Landwirtschaftl. UZL-Art']
719,31088,infofauna:31088,"Cupido osiris (Meigen, 1829)",0,C,C,[4],A,A,0,A,2,2,['Landwirtschaftl. UZL-Art']
720,31093,infofauna:31093,"Satyrium pruni (Linnaeus, 1758)",1,A,A,[5],A,A,A,A,4,1,"['Waldzielart', 'Landwirtschaftl. UZL-Art']"
721,31094,infofauna:31094,"Glaucopsyche alexis (Poda, 1761)",0,A,A,[4],A,A,0,A,4,1,['Landwirtschaftl. UZL-Art']
722,31096,infofauna:31096,"Iolana iolas (Ochsenheimer, 1816)",0,0,0,[5],A,A,0,0,2,2,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
723,31098,infofauna:31098,"Plebeius argyrognomon (Bergsträsser, 1779)",0,A,A,"[4, 5, 7]",A,C,0,0,3,1,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
724,31100,infofauna:31100,"Lycaena alciphron (Rottemburg, 1775)",0,0,0,"[4, 6]",A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
725,31101,infofauna:31101,"Lycaena dispar (Haworth, 1802)",1,A,A,[7],A,A,A,A,3,2,"['Smaragd- Art', 'Geschützte Art NHV']"
726,31102,infofauna:31102,"Lycaena helle (Denis & Schiffermüller, 1775)",1,A,C,[2],C,A,A,A,3,2,['Landwirtschaftl. UZL-Art']
727,31110,infofauna:31110,"Maculinea alcon (Denis & Schiffermüller, 1775)",0,A,A,[2],A,A,0,D,2,2,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
728,31111,infofauna:31111,"Maculinea arion (Linnaeus, 1758)",0,A,A,[4],A,A,A,A,4,2,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
729,31112,infofauna:31112,"Maculinea nausithous (Bergsträsser, 1779)",0,A,A,[2],A,A,0,A,2,2,"['Landwirtschaftl. UZL-Art', 'Smaragd- Art', 'Geschützte Art NHV']"
730,31113,infofauna:31113,"Maculinea rebeli (Hirschke, 1904)",0,A,D,[4],B,A,A,A,3,2,['Landwirtschaftl. UZL-Art']
731,31114,infofauna:31114,"Maculinea teleius (Bergsträsser, 1779)",0,A,A,[2],A,A,0,A,2,2,"['Landwirtschaftl. UZL-Art', 'Smaragd- Art', 'Geschützte Art NHV']"
732,31115,infofauna:31115,"Polyommatus daphnis (Denis & Schiffermüller, 1775)",0,0,0,"[4, 6]",A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
733,31116,infofauna:31116,"Plebeius trappi (Verity, 1927)",0,0,0,"[4, 6]",A,A,0,0,2,3,['Endemische Art']
734,31118,infofauna:31118,"Polyommatus amandus (Schneider, 1792)",0,0,0,"[4, 5]",A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
735,31120,infofauna:31120,"Polyommatus escheri (Hübner, 1823)",0,0,0,"[4, 6]",A,A,0,0,4,1,[]
736,31121,infofauna:31121,"Polyommatus thersites (Cantener, 1835)",0,A,A,"[4, 5]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
737,31125,infofauna:31125,"Pseudophilotes baton (Bergsträsser, 1779)",0,B,B,[4],A,A,0,A,3,2,['Landwirtschaftl. UZL-Art']
738,31127,infofauna:31127,"Satyrium acaciae (Fabricius, 1787)",1,A,A,[5],A,A,A,A,3,1,"['Waldzielart', 'Landwirtschaftl. UZL-Art']"
739,31128,infofauna:31128,"Satyrium ilicis (Esper, 1779)",0,A,A,[6],A,A,A,A,3,1,[]
740,31131,infofauna:31131,"Scolitantides orion (Pallas, 1771)",0,0,0,"[4, 8]",A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
741,31152,infofauna:31152,"Apatura ilia (Denis & Schiffermüller, 1775)",1,A,A,"[5, 6]",A,A,A,A,4,1,['Waldzielart']
742,31156,infofauna:31156,"Boloria aquilonaris (Stichel, 1908)",1,A,A,[2],A,A,A,A,2,2,[]
743,31167,infofauna:31167,"Euphydryas aurinia aurinia (Rottemburg, 1775)",0,A,A,"[2, 4]",A,A,A,A,2,2,"['Landwirtschaftl. UZL-Art', 'Smaragd- Art', 'Geschützte Art NHV']"
744,31171,infofauna:31171,"Euphydryas cynthia (Denis & Schiffermüller, 1775)",0,0,0,[4],B,A,0,A,4,2,['Landwirtschaftl. UZL-Art']
745,31172,infofauna:31172,"Euphydryas intermedia (Ménétriés, 1859)",0,0,0,[5],0,A,0,A,4,2,[]
746,31176,infofauna:31176,"Limenitis populi (Linnaeus, 1758)",1,A,A,[5],A,A,A,A,4,1,"['Waldzielart', 'Geschützte Art NHV']"
747,31177,infofauna:31177,"Limenitis reducta Staudinger, 1901",1,B,B,"[5, 6]",A,A,C,C,3,1,[]
748,31178,infofauna:31178,"Melitaea cinxia (Linnaeus, 1758)",0,A,A,[4],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
749,31180,infofauna:31180,"Melitaea didyma (Esper, 1778)",0,A,A,[4],A,A,B,A,4,1,['Landwirtschaftl. UZL-Art']
750,31182,infofauna:31182,"Melitaea asteria Freyer, 1828",0,0,0,[4],0,D,0,0,1,3,['Landwirtschaftl. UZL-Art']
751,31184,infofauna:31184,"Melitaea aurelia Nickerl, 1850",0,B,D,[4],A,A,0,B,2,2,['Landwirtschaftl. UZL-Art']
752,31185,infofauna:31185,"Melitaea britomartis Assmann, 1847",0,A,0,[4],A,A,0,0,2,1,['Landwirtschaftl. UZL-Art']
753,31186,infofauna:31186,"Melitaea deione (Geyer, 1832)",0,0,0,[4],A,A,0,0,1,3,[]
754,31187,infofauna:31187,"Melitaea parthenoides Keferstein, 1851",0,A,A,[4],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
755,31188,infofauna:31188,"Melitaea varia Meyer-Dür, 1851",0,0,0,[4],A,A,0,0,4,2,['Landwirtschaftl. UZL-Art']
756,31190,infofauna:31190,"Neptis rivularis (Scopoli, 1763)",1,0,0,[6],A,A,0,0,4,2,[]
757,31191,infofauna:31191,"Nymphalis antiopa (Linnaeus, 1758)",1,A,A,[5],A,A,B,A,4,1,[]
758,31202,infofauna:31202,"Arethusana arethusa (Denis & Schiffermüller, 1775)",99,B,0,[4],C,D,B,D,3,1,['Geschützte Art NHV']
759,31204,infofauna:31204,"Chazara briseis (Linnaeus, 1764)",0,A,D,[4],A,A,A,B,1,2,['Landwirtschaftl. UZL-Art']
760,31206,infofauna:31206,"Coenonympha darwiniana Staudinger, 1871",0,0,0,[4],A,A,0,0,4,3,[]
761,31208,infofauna:31208,"Coenonympha glycerion (Borkhausen, 1788)",0,A,A,"[2, 4]",A,A,A,A,3,1,['Landwirtschaftl. UZL-Art']
762,31209,infofauna:31209,"Coenonympha hero (Linnaeus, 1761)",0,D,C,"[2, 4]",C,A,0,0,1,2,['Geschützte Art NHV']
763,31210,infofauna:31210,"Coenonympha oedippus (Fabricius, 1787)",0,0,0,[2],B,0,0,0,1,2,['Landwirtschaftl. UZL-Art']
764,31212,infofauna:31212,"Coenonympha tullia (Müller, 1764)",0,A,A,[2],A,A,B,A,1,2,['Landwirtschaftl. UZL-Art']
765,31216,infofauna:31216,"Erebia christi Rätzer, 1890",0,0,0,[4],0,A,0,0,2,3,"['Endemische Art', 'Geschützte Art NHV']"
766,31220,infofauna:31220,"Erebia flavofasciata Heyne, 1895",0,0,0,[4],0,D,0,0,3,3,"['Landwirtschaftl. UZL-Art', 'Endemische Art']"
767,31229,infofauna:31229,"Erebia nivalis Lorkovic & Lesse, 1954",0,0,0,"[3, 4]",0,C,0,A,3,3,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
768,31235,infofauna:31235,"Erebia styx (Freyer, 1834)",1,0,0,"[3, 4]",A,A,0,0,1,3,[]
769,31236,infofauna:31236,"Erebia sudetica Staudinger, 1861",0,0,0,"[2, 4, 5]",0,B,0,A,2,3,"['Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
770,31237,infofauna:31237,"Erebia triaria (Prunner, 1798)",1,0,0,"[4, 5, 6]",A,A,0,0,3,2,['Landwirtschaftl. UZL-Art']
771,31240,infofauna:31240,"Hipparchia fagi (Scopoli, 1763)",1,A,B,"[4, 5, 6]",A,A,0,A,3,1,"['Waldzielart', 'Landwirtschaftl. UZL-Art']"
772,31241,infofauna:31241,"Hipparchia semele (Linnaeus, 1758)",0,A,A,"[4, 6]",A,A,A,B,4,1,"['Waldzielart', 'Landwirtschaftl. UZL-Art']"
773,31242,infofauna:31242,"Hipparchia statilinus (Hufnagel, 1766)",0,D,0,[4],A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
774,31243,infofauna:31243,"Hyponephele lycaon (Rottemburg, 1775)",0,D,D,[4],A,A,0,D,4,1,['Landwirtschaftl. UZL-Art']
775,31247,infofauna:31247,"Lopinga achine (Scopoli, 1763)",1,A,A,[6],A,A,A,A,2,2,"['Waldzielart', 'Geschützte Art NHV']"
776,31260,infofauna:31260,"Hipparchia genava (Fruhstorfer, 1908)",1,A,D,[4],A,A,A,C,4,1,[]
777,31263,infofauna:31263,"Erebia bubastis (Meisner, 1818)",1,0,0,[4],0,A,0,0,2,2,[]
778,31275,infofauna:31275,"Polyploca ridens (Fabricius, 1787)",1,A,A,"[5, 6]",A,A,A,A,4,1,[]
779,31276,infofauna:31276,"Tethea ocularis (Linnaeus, 1767)",1,A,A,"[5, 6]",A,A,B,B,4,1,[]
780,31278,infofauna:31278,"Tetheella fluctuosa (Hübner, 1803)",0,A,A,[6],A,A,B,0,3,1,[]
781,31280,infofauna:31280,"Cilix glaucata (Scopoli, 1763)",0,B,B,"[5, 8]",A,A,A,B,4,1,[]
782,31281,infofauna:31281,"Drepana curvatula (Borkhausen, 1790)",0,C,C,[6],A,C,A,0,2,2,[]
783,31283,infofauna:31283,"Falcaria lacertinaria (Linnaeus, 1758)",0,A,B,"[5, 6]",A,A,B,B,4,1,[]
784,31284,infofauna:31284,"Sabra harpagula (Esper, 1786)",0,A,A,[6],A,A,A,0,4,1,[]
785,31900,infofauna:31900,"Cerura erminea (Esper, 1784)",0,C,A,[6],A,A,C,B,4,1,[]
786,31901,infofauna:31901,"Cerura vinula (Linnaeus, 1758)",1,A,A,"[5, 6]",A,A,B,A,4,1,[]
787,31902,infofauna:31902,"Clostera anachoreta (Denis & Schiffermüller, 1775)",1,D,A,"[5, 6]",A,A,A,B,4,1,[]
788,31906,infofauna:31906,"Dicranura ulmi (Denis & Schiffermüller, 1775)",99,0,0,"[5, 6]",C,0,0,0,1,2,[]
789,31909,infofauna:31909,"Drymonia querna (Denis & Schiffermüller, 1775)",0,A,B,[6],A,A,A,D,4,1,[]
790,31911,infofauna:31911,"Drymonia velitaris (Hufnagel, 1766)",1,B,D,"[5, 6]",A,A,0,B,4,1,[]
791,31912,infofauna:31912,"Furcula bicuspis (Borkhausen, 1790)",0,D,C,[6],A,A,0,C,4,1,[]
792,31913,infofauna:31913,"Furcula bifida (Brahm, 1787)",0,A,A,[6],A,A,A,B,4,1,[]
793,31917,infofauna:31917,"Leucodonta bicoloria (Denis & Schiffermüller, 1775)",0,C,B,[6],A,A,0,B,4,1,[]
794,31919,infofauna:31919,"Notodonta torva (Hübner, 1803)",0,B,B,[6],B,B,B,D,3,1,[]
795,31920,infofauna:31920,"Notodonta tritophus (Denis & Schiffermüller, 1775)",1,B,A,"[5, 6]",A,A,B,B,4,1,[]
796,31922,infofauna:31922,"Odontosia carmelita (Esper, 1799)",0,A,B,[6],A,A,0,B,4,1,[]
797,32811,infofauna:32811,"Dicallomera fascelina (Linnaeus, 1758)",0,C,C,"[4, 5]",A,A,0,B,4,1,[]
798,32820,infofauna:32820,"Orgyia recens (Hübner, 1819)",99,D,C,"[5, 6]",B,B,0,C,1,2,['Waldzielart']
799,32900,infofauna:32900,"Dysauxes ancilla (Linnaeus, 1767)",1,A,C,"[4, 5]",A,A,B,A,3,1,[]
800,32902,infofauna:32902,"Dysauxes punctata (Fabricius, 1781)",1,0,0,"[4, 5]",A,A,0,0,3,1,[]
801,32913,infofauna:32913,"Arctia flavia (Füssly, 1779)",0,0,0,"[3, 7]",A,A,0,D,4,2,[]
802,32914,infofauna:32914,"Arctia villica (Linnaeus, 1758)",0,D,C,[4],A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
803,32916,infofauna:32916,"Callimorpha dominula (Linnaeus, 1758)",1,A,A,"[5, 6]",A,A,A,A,4,1,[]
804,32917,infofauna:32917,"Chelis maculosa (Gerning, 1780)",1,0,0,"[3, 4]",0,D,0,0,2,1,[]
805,32918,infofauna:32918,"Chelis simplonica (Boisduval, 1840)",1,0,0,"[3, 4]",0,B,0,D,1,3,['Endemische Art']
806,32919,infofauna:32919,"Coscinia cribraria punctigera (Freyer, 1834)",0,D,B,"[4, 7]",A,A,0,B,4,1,[]
807,32920,infofauna:32920,"Spiris striata (Linnaeus, 1758)",1,A,C,"[4, 5]",A,A,0,0,2,1,[]
808,32921,infofauna:32921,"Cybosia mesomella (Linnaeus, 1758)",1,A,A,"[2, 5, 6]",A,A,A,A,4,1,[]
809,32926,infofauna:32926,"Cycnia sordida (Hübner, 1803)",0,0,0,[4],A,A,0,B,2,2,[]
810,32932,infofauna:32932,"Eilema lutarella (Linnaeus, 1758)",0,C,C,[4],A,A,0,0,4,1,[]
811,32935,infofauna:32935,"Eilema pygmaeola pallifrons (Zeller, 1847)",0,B,B,[4],A,A,0,0,4,1,[]
812,32937,infofauna:32937,"Euplagia quadripunctaria (Poda, 1761)",1,A,A,[5],A,A,A,A,4,2,['Smaragd- Art']
813,32938,infofauna:32938,"Grammia quenseli (Paykull, 1791)",0,0,0,[4],D,D,0,0,4,2,[]
814,32939,infofauna:32939,"Holoarctia cervini (Fallou, 1864)",0,0,0,[3],0,B,0,0,1,3,[]
815,32941,infofauna:32941,"Hyphoraia aulica (Linnaeus, 1758)",0,A,D,[4],D,A,0,A,2,1,['Landwirtschaftl. UZL-Art']
816,32946,infofauna:32946,"Ocnogyna parasita (Hübner, 1790)",0,0,0,[4],0,A,0,0,3,2,['Landwirtschaftl. UZL-Art']
817,32949,infofauna:32949,"Pelosia muscerda (Hufnagel, 1766)",1,B,A,"[2, 6]",A,B,A,B,3,1,[]
818,32950,infofauna:32950,"Pelosia obtusa (Herrich-Schäffer, 1847)",0,0,A,[2],A,0,0,B,2,2,[]
819,32951,infofauna:32951,"Pericallia matronula (Linnaeus, 1758)",1,A,C,"[5, 6]",A,A,0,C,1,2,[]
820,32952,infofauna:32952,"Phragmatobia luctifera (Denis & Schiffermüller, 1775)",0,A,A,[4],A,A,0,B,2,2,['Landwirtschaftl. UZL-Art']
821,32954,infofauna:32954,"Rhyparia purpurata (Linnaeus, 1758)",0,A,A,"[2, 4]",A,A,B,B,4,1,[]
822,32958,infofauna:32958,"Setina irrorella (Linnaeus, 1758)",1,A,B,"[3, 4]",A,A,0,B,4,1,[]
823,32959,infofauna:32959,"Setina roscida (Denis & Schiffermüller, 1775)",0,B,C,[4],C,B,0,0,4,2,[]
824,32962,infofauna:32962,"Spilosoma urticae (Esper, 1789)",0,C,B,[2],A,D,0,C,2,2,[]
825,32963,infofauna:32963,"Thumatha senex (Hübner, 1808)",0,B,A,[2],A,A,A,B,2,1,[]
826,32964,infofauna:32964,"Tyria jacobaeae (Linnaeus, 1758)",0,A,A,"[2, 4, 7]",A,A,A,D,2,1,[]
827,32966,infofauna:32966,"Watsonarctia casta (Esper, 1785)",0,0,D,[4],A,A,0,0,1,2,[]
